title,url,brand,main_image,sku,description,gtin13,model,currency,price,availableDeliveryMethod,primary_category,sub_category_1,sub_category_2,images,specifications,directions,ingredients,avg_rating,reviews_count,uniq_id,scraped_at
Oral Power Floss Dental Water Jet Seen on TV Air Power Cords Tooth Pick Braces,https://www.walmart.com/ip/Oral-Power-Floss-Dental-Water-Jet-Seen-on-TV-Air-Power-Cords-Tooth-Pick-Braces/812704354,Morease,https://i5.walmartimages.com/asr/366bc87c-b46f-4aad-ac57-91c79e44674d.9cefe26e7dd10b602d61c0158c3f8f91.jpeg,812704354,"<strong>Features:</strong><br>
Promote healthy gums and teeth using this air powered hydro floss water pick.<br>
No batteries, cord, or charging stations is required.<br>
Using air technology that's propels the water, power floss blasts away food debris that is on and in between your teeth.<br>
Hydro floss easily reaches the back of your teeth due to its low profile tip. Eliminate the need for floss with this handy product.<br>
Irrigating teeth is less abrasive that using tooth floss on your gums.<br>
You can also add a little mouthwash into the jet for a cleaner feeling.<br>
Product also works great with those who have braces and are unable to floss as effectively.<br>
For best care clear out all fluids from water pick after each use.<br>
<br>
- Jet water away plaque, food debris, and bacteria from in between your teeth using our water pick flosser- much more effective and sensitive than string floss<br>
- Engineered to be battery-less and without cords- uses air technology to create a jet stream, ideal for travel<br>
- Specially designed low profile tip is meant to reach the back of your teeth and maintain all areas of your teeth clean<br>
- You can also add mouthwash to water for a fresher experience<br>
<br>
<br>
<strong>Specification:</strong><br>
Item Type: Oral Irrigator<br>
Age Group: Adults<br>
Material: Plastic<br>
Capacity:40ml<br>
Color: White<br>
<br>
<br>
<strong>Package included:</strong><br>
1x&nbsp; Oral Irrigator<br>",,210724AAAA-2441,USD,8.89,OnSitePickup,Personal Care,Oral Care,Water Flossers,https://i5.walmartimages.com/asr/1ac2f2f4-e0f1-4225-a8a8-e6c52a3f452f.f31dd48732894f1ed06c1fb4a8aca7e3.jpeg ~ https://i5.walmartimages.com/asr/ac5dca5d-5bc1-4c0e-b10d-8a42a6152538.622f150d9f6d2268a0dbc16b8e6eaed3.jpeg ~ https://i5.walmartimages.com/asr/0653041d-0fe3-4ffb-ab25-d62497c8aea8.999c304334af2922d151dd050ab15683.jpeg ~ https://i5.walmartimages.com/asr/7a9316d5-28fb-4efe-9982-ab1b576fdb8f.278b29c40652a45e16998b6318aba617.jpeg ~ https://i5.walmartimages.com/asr/e1627294-15be-4cb7-9f78-b6a47ab51580.78d43f7bb0ab97f15174dbb2a60660c0.jpeg ~ https://i5.walmartimages.com/asr/c78bc54b-33bf-430e-bce2-559d922204aa.392eaa6cccfddc594e66abc2f8508aac.jpeg ~ https://i5.walmartimages.com/asr/366bc87c-b46f-4aad-ac57-91c79e44674d.9cefe26e7dd10b602d61c0158c3f8f91.jpeg ~ https://i5.walmartimages.com/asr/293019ae-ca6c-4de5-bfaf-a11eb7de0432.3cd5c29e085e7159acaf182c6975fa08.jpeg,"[{'name': 'Brand', 'value': 'Morease'}, {'name': 'Assembled Product Weight', 'value': '0.2 lb'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '8.46 x 1.69 x 0.98 Inches'}]",,,,,c0d413ca-cd47-592e-aec3-b958f1beef5d,16/11/2022 23:35:41
Ame 110G Powerful Drain Cleaner Sink And Drain Cleaner Chemical Powder Agent For Kitchen Toilet Pipe Sewer Dredging,https://www.walmart.com/ip/Ame-110G-Powerful-Drain-Cleaner-Sink-And-Drain-Cleaner-Chemical-Powder-Agent-For-Kitchen-Toilet-Pipe-Sewer-Dredging/105275118,AME,https://i5.walmartimages.com/asr/995176c4-e757-4ff5-be86-2a1e1c327bda_1.1d022bb2db61b3b7816cc0a7537f0ca0.jpeg,105275118,short description is not available,,,USD,8.16,OnSitePickup,Household Essentials,Cleaning Supplies,Drain Cleaners,https://i5.walmartimages.com/asr/172d26c5-2406-4c8b-8265-45c254959b2e_1.07916d7b8e1bfb653f654c8209bc3810.jpeg ~ https://i5.walmartimages.com/asr/5d7a4ff1-3d70-4b65-b863-4f665dacfc84_1.6b97e24f900edc8cc57375a24c69b80c.jpeg ~ https://i5.walmartimages.com/asr/2ff343ba-9246-4ffa-b292-86b0310334fb_1.697f476139576e407d457695b10853d1.jpeg ~ https://i5.walmartimages.com/asr/995176c4-e757-4ff5-be86-2a1e1c327bda_1.1d022bb2db61b3b7816cc0a7537f0ca0.jpeg ~ https://i5.walmartimages.com/asr/6669fbbf-169f-4ca2-a541-e32d2ed20a8f_1.f4d68d7402ba80928acb3ec84c37023a.jpeg ~ https://i5.walmartimages.com/asr/20338035-91e5-4cb3-a23e-cf37fdd4aa91.587d9f22ca8a1b1b9f6605d72933c2c0.jpeg ~ https://i5.walmartimages.com/asr/5b7289d1-fb52-4d86-b639-a503e7238dd7_1.631a1d3aad9397e5e7e97465cc402432.jpeg ~ https://i5.walmartimages.com/asr/32794374-9cc5-4c94-915f-5e82495792fb_1.bb322ccfb44d796dfc2b8f4d7167c219.jpeg,"[{'name': 'Brand', 'value': 'AME'}, {'name': 'Manufacturer', 'value': '2038710'}, {'name': 'Assembled Product Weight', 'value': '0.26 lb'}, {'name': 'Manufacturer Part Number', 'value': '2038710'}, {'name': 'Color', 'value': 'A'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '3.94 x 3.94 x 1.97 Inches'}]",,,,,fb0fec83-cc67-5a39-8150-7a0b8c003da9,16/11/2022 23:35:41
Tadpoles Organic Palm Leaf Moses Basket,https://www.walmart.com/ip/Tadpoles-Organic-Palm-Leaf-Moses-Basket/55268991,Tadpoles,https://i5.walmartimages.com/asr/46eb6aa3-ad5c-4f80-9c2a-9fa8de11832a_1.266a0e04e6accd2fdc9469a78a0b2708.jpeg,55268991,"Our Basket is hand made from 100% all natural, woven palm leaves
Perfect cozy bed for your newborn to sleep anywhere in the house with style
33 x 10 x 14 inches, the measurements may vary slightly (1-2 inches) as these items are handmade
Can be used from birth through 15 pounds only",082072513428,plmoba,USD,69.99,OnSitePickup,Baby,Nursery & Decor,Baby Bassinets & bedside sleepers,https://i5.walmartimages.com/asr/46eb6aa3-ad5c-4f80-9c2a-9fa8de11832a_1.266a0e04e6accd2fdc9469a78a0b2708.jpeg ~ https://i5.walmartimages.com/asr/3262c27b-8274-46ee-bc48-583342ac21bc_1.f5fabe2a2084294636f308152487ae38.jpeg ~ https://i5.walmartimages.com/asr/12d34d47-1f9c-479a-a2ad-3a75a907c5ac_1.7ef1f5395dbbe69a25b1ea34c2496859.jpeg ~ https://i5.walmartimages.com/asr/13e2fdea-b21e-4af8-a146-4bc4c8f3b497_1.9b3b94e06d74d18767fe0e513a49836f.jpeg,"[{'name': 'Brand', 'value': 'Tadpoles'}, {'name': 'Color', 'value': 'Beige,Natural'}, {'name': 'Manufacturer', 'value': 'Sleeping Partners'}, {'name': 'Manufacturer Part Number', 'value': 'plmoba'}, {'name': 'Assembled Product Weight', 'value': '3 lb'}, {'name': 'Gender', 'value': 'Unisex'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '32.00 x 12.00 x 9.00 Inches'}]",Wipe Clean,,4.8,43,034019e9-b9d2-5d48-8a9f-de6891c29a20,16/11/2022 23:35:43
"Johnson's Bedtime Baby Bubble Bath with Calming Aromas, 27.1 fl. oz",https://www.walmart.com/ip/Johnson-s-Bedtime-Baby-Bubble-Bath-with-Calming-Aromas-27-1-fl-oz/943792809,Johnson's,https://i5.walmartimages.com/asr/08f8f4ef-27c1-4f3b-80b0-523f28296e21.9b5e0196ad22e2545ee7cc8e78b18e38.jpeg,943792809,"Specially designed, inside & out, Johnson's Bedtime Baby Bubble Bath gently cleanses and calms your baby. Specially formulated for baby's delicate skin, this tear-free baby bubble bath creates fun bubbles and features a special aromatic blend. This nighttime baby bath is enhanced with soothing NaturalCalm essences, a blend of gentle and calming aromas, to relax baby before bed. The Johnson's No More Tears formula is gentle on eyes. Johnson's Bedtime Bubble Bath is pediatrician and dermatologist tested, hypoallergenic, and contains no parabens, phthalates, sulfates, or dyes. It can be used in the evening as part of Johnson's clinically proven routine of warm bath, gentle massage, and quiet time to help your child get a peaceful night's sleep. Plus good for babies, toddlers and kids of all ages.",381371180684,unknown,USD,9.28,OnSitePickup,Personal Care,Bath & Body,Body Wash,https://i5.walmartimages.com/asr/f36340ab-8a49-4c7d-b3d7-72f62fe6a66a.d9bcd38334521ff78e8e6388adeba766.jpeg ~ https://i5.walmartimages.com/asr/fab05419-ec75-47e0-8dc0-29bf9821dd5c.a0f35588d58318b963a80c71bcffe3bb.jpeg ~ https://i5.walmartimages.com/asr/00d234f5-87ba-495b-9892-b5a8d9decda5.3728ed7b878ce7da50ecc872247f390b.jpeg ~ https://i5.walmartimages.com/asr/88d1ac5c-f2c0-4965-ab33-e6998d27f062.a995f86d4aaf5aad88b9d380c4d73721.jpeg ~ https://i5.walmartimages.com/asr/94599945-39c6-40ea-a084-b8298ad27bd0.9bf7b41a16233bd5c4eaeeb9590ac712.jpeg ~ https://i5.walmartimages.com/asr/6a36cd1c-1e05-4798-88df-8e0a333eae77.a7fb66b920c862d3cd62b0d2cbaaae3c.jpeg ~ https://i5.walmartimages.com/asr/43193116-de5e-4b9c-85a6-c73ac62e4c82.469bcf16f436e08d430cf15c9d404db4.jpeg ~ https://i5.walmartimages.com/asr/fc162ef1-b3f1-42ea-9e29-dd7dc84cc1b8.5dafbb5575b6eb481ccb35eac2aed0f0.jpeg ~ https://i5.walmartimages.com/asr/80170532-7977-43ad-b008-498ec2f62840.0e5f9068676872ca4ca18a4aff1ab29f.jpeg ~ https://i5.walmartimages.com/asr/503ee3ac-3046-4dd0-a625-e6b479984840.f50cccb946542a9e3e33a648a33ba838.jpeg ~ https://i5.walmartimages.com/asr/c2f1bcec-6a40-4d11-a1d8-c2a6427cfaba.0e892945acd8f09d5069b2604831c9d1.jpeg ~ https://i5.walmartimages.com/asr/05c2af6f-8270-4af2-af24-cbf9c9ca4717.3146825c50cdc9a6d1d00bb4b20ee84c.jpeg ~ https://i5.walmartimages.com/asr/65504364-40ad-4076-8f4e-b87f60c357ce.7c84c84c98a9812880e8e4c89dd95045.jpeg ~ https://i5.walmartimages.com/asr/98d4ae2c-62a1-48af-85dd-752f64ddeabc.4d9cd17179a305b99efc447b781e82d7.jpeg ~ https://i5.walmartimages.com/asr/10054f86-5ed0-4b84-9ce5-5ebae6946d66.3eaeb1de28baa924be553f0cff203317.jpeg ~ https://i5.walmartimages.com/asr/0d97924d-8b77-49d9-a47a-ff3553ecf163.e97784173934d78d3a51f44890cfadc0.jpeg ~ https://i5.walmartimages.com/asr/08f8f4ef-27c1-4f3b-80b0-523f28296e21.9b5e0196ad22e2545ee7cc8e78b18e38.jpeg ~ https://i5.walmartimages.com/asr/a4315b21-9e4c-4db0-85f0-dd116754bb32.8b7d659074ea1c0ac3d5cd6f7657f81b.jpeg,"[{'name': 'Brand', 'value': ""Johnson's""}, {'name': 'Product Name', 'value': ""Johnson's Bedtime Baby Bubble Bath with Calming Aromas, 27.1 fl. oz""}, {'name': 'Gender', 'value': 'Unisex'}, {'name': 'Manufacturer Part Number', 'value': 'BD3208'}, {'name': 'Manufacturer', 'value': 'Johnson & Johnson'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '2.33 x 4.60 x 9.46 Inches'}]",,"Water*, Cocamidopropyl Betaine*, PEG-80 Sorbitan Laurate, PEG-150 Pentaerythrityl Tetrastearate, Glycerin*, PPG-2 Hydroxyethyl Cocamide*, Phenoxyethanol, Sodium Methyl Cocoyl Taurate*, Fragrance, Sodium Benzoate, Decyl Glucoside*, Citric Acid*, Ethylhexylglycerin*naturally-derived ingredients",4.6,31,a26c8f2c-9800-50ad-88fd-d87528cdeb5f,16/11/2022 23:35:45
Discontinued by Supplier,https://www.walmart.com/ip/Discontinued-by-Supplier/10451125,Bikini Zone,https://i5.walmartimages.com/asr/7653cf64-157a-494c-900b-8736ec05d7a1.bd9863d7adfa3fae32e8d84103a8e73e.png,10451125,"Sensitive formula crème hair remover for bikini area. Works in as little as 4 minutes. Lasts days longer than shaving, pain-free, no stubble or razor burn.",018515016232,018515016232,USD,8.45,OnSitePickup,Personal Care,Shaving,Hair Removal,https://i5.walmartimages.com/asr/c03dbf3e-10cf-437d-896a-6f587d83e220_1.6f4bab50eb6f200d15249342221ec661.jpeg ~ https://i5.walmartimages.com/asr/7653cf64-157a-494c-900b-8736ec05d7a1.bd9863d7adfa3fae32e8d84103a8e73e.png,"[{'name': 'Brand', 'value': 'Bikini Zone'}, {'name': 'Assembled Product Weight', 'value': '0.125 POUNDS'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '2.75 x 1.88 x 7.00 Inches'}]","1. For best results, trim bikini hair before proceeding with treatment. 2. Flip open cap. Squeeze creme hair remover onto fingertips, then gently apply creme evenly to bikini area. Be sure to cover all hair completely with a thick, even coat. Do not rub in. 3. After 3-4 minutes, test a small area. If hair does not wipe off easily, leave on a few minutes longer. Do not exceed 10 minutes. For especially coarse hair to hard to remove hair, before applying Bikini Zone, saturate hair with lukewarm water for several minutes, pat dry and then apply product. 4. To Remove Hair: Rinse bikini area thoroughly with lukewarm water, using a washcloth to wipe off hair. Do not rub or use soap. Pat dry. 5. Keep container closed when not in use. For best results, maintain your smooth Bikini Zone area with Bikini Zone medicated creme or gel available wherever Bikini Zone products are sold. Store in a cool, dry place.","Water, Calcium Hydroxide, Thioglycolic Acid, Paraffinum Liquidum, Fragrance, Titanium Dioxide, Cetearyl Alcohol, Stearyl Alcohol, Sodium Silicate, Sodium Lauryl Sulfate, Potassium Hydroxide, Soyaethyl Morpholineum Ethosulphate, Ceteareth-20, Aloe Barbadensis Leaf Juice, Chamomilla Recutita ( Matricaria) Flower Extract, Cucumis Sativus ( Cucumber) Fruit Extract, Tocopheryl Acetate, Chromium Hydroxide Green.",5,1,00e76355-9d6a-5e25-bb9c-8dabed267a8b,16/11/2022 23:35:46
Little Trees Car Air Freshener 3-PACK (Caribbean Colada),https://www.walmart.com/ip/Little-Trees-Car-Air-Freshener-3-PACK-Caribbean-Colada/935730226,LITTLE TREES,https://i5.walmartimages.com/asr/c1339849-95c4-45d4-8708-ed595bc6ba9b_1.85275842a1498da9f448769a7739d677.jpeg,935730226,"Freshen your life when you add these world-famous Little Trees Car Air Fresheners to your vehicle, closet, locker, office and anywhere else you need to freshen up your environment. Like all of our fragrances, it's high-quality, strong and long-lasting so it gets the job done. At home or on the road, this car air freshener pack will allow you to have an escape to a tropical island with juicy pineapple and sweet coconut. Itt's available in a pack of 3 so you can add them to various places or vehicles to enjoy the fragrance or you can store some for later.",761792324322,U1P-10324-3PK,USD,5.62,OnSitePickup,Auto & Tires,Auto Detailing & Car Care,Auto Air Fresheners,https://i5.walmartimages.com/asr/c1339849-95c4-45d4-8708-ed595bc6ba9b_1.85275842a1498da9f448769a7739d677.jpeg,,,,,,d0637241-173e-5146-8c91-9a1cf5ab4e78,16/11/2022 23:35:56
Danlai-1/3/6Pieces Baby Diaper Applicator For Baby Buttocks Soft Elastic Silicone Ointment Applicator With Suction Base,https://www.walmart.com/ip/Danlai-1-3-6Pieces-Baby-Diaper-Applicator-For-Baby-Buttocks-Soft-Elastic-Silicone-Ointment-Applicator-With-Suction-Base/214260996?variantFieldId=actual_color,Danlai,https://i5.walmartimages.com/asr/d1f1308c-6e6e-4d70-ae85-ff68d3ee961e.a7e5154569577256789347d8c72b86ff.jpeg,214260996,"<p>
    The quantity is enough for your baby's daily use and replacement needs, and it can also be a great gift for friends with babies; with the help of the Butt Cream Applicator, you don't have to worry about accidentally scratching your baby's fingernails when applying cream to your baby skin.
</p>
<p>
    SOFT SILICONE: The diaper cream scraper is made of high-quality silicone material, safe and reliable, soft and smooth to the touch, no burrs or sharp edges, will not hurt your baby's delicate skin, and provide a good experience for your baby
</p>
<p>
    SMALL SIZE: The size of the diaper cream applicator is about 16*4cm, small size, easy to carry and store, equipped with a handle of suitable length, easier to pick up, bringing many conveniences for parents to take care of their babies
</p>
<p>
    SUCTION DESIGN: The bottom of the butt stick scraper is designed with a suction base, which is easy to stand upright on the table when using, keeping it clean and hygienic, while ensuring that your changing table will not get dirty with rash cream
</p>
<p>
    EASY TO CLEAN: Baby butt scraper is easy to clean after use, just wipe off the rash cream
</p>
<p>
    <br>
</p>",,N/A,USD,8.7,OnSitePickup,Baby,Diapering,Diaper Rash Creams,https://i5.walmartimages.com/asr/d1f1308c-6e6e-4d70-ae85-ff68d3ee961e.a7e5154569577256789347d8c72b86ff.jpeg ~ https://i5.walmartimages.com/asr/da2e5469-36f6-4ddd-ac65-67eb67c7f6e0.264ca1aa84c6faf0956338dc49de4679.jpeg ~ https://i5.walmartimages.com/asr/0c43255f-c9ed-4d5a-8239-3293965bdcb6.6067a5f229da479807d420c5b6aad367.jpeg ~ https://i5.walmartimages.com/asr/b028f1df-30cb-4b6a-8507-3a006acb6183.7c87918fdd19b178805309768c8a21f4.jpeg ~ https://i5.walmartimages.com/asr/03444e96-791e-4f04-b477-27d8b34eb725.e326bd1f600f5d4947f1b8c801e36f80.jpeg ~ https://i5.walmartimages.com/asr/ca6ce869-724c-4f8e-b1b7-902e5b10a8c8.a738d9c87d85b0105ccc7a05bbcad651.jpeg ~ https://i5.walmartimages.com/asr/fc89f534-6f59-4026-980d-e5822415605a.cc5233cb6d4364c5142f89f55574a04a.jpeg ~ https://i5.walmartimages.com/asr/163d6ee1-15c0-45bd-9c3d-e1b8854111a5.430e88a233a7704f8b2012fd9991599e.jpeg ~ https://i5.walmartimages.com/asr/8783342e-8eaa-4c23-8c66-e98ca737f986.297157cffd246c1b4dc25889a494b996.jpeg ~ https://i5.walmartimages.com/asr/c73dba39-7e67-4ea1-aa0f-77a3375771dc.6507e9670ca9b54f8c81269d3effa9ad.jpeg,"[{'name': 'Brand', 'value': 'Danlai'}, {'name': 'Count', 'value': '1'}, {'name': 'Count Per Pack', 'value': '1'}, {'name': 'Size', 'value': '16*4cm'}]",,,4.8,5,000366a0-4e1a-597f-aa3f-72879b07dae7,16/11/2022 23:36:00
"Oral-B Cross Action Replacement Brush Heads, 4 Count",https://www.walmart.com/ip/Oral-B-Cross-Action-Replacement-Brush-Heads-4-Count/142873184,Oral-B,https://i5.walmartimages.com/asr/619a914b-ee3f-4f40-ac14-32db0fc5af5c_1.e22ab2700bc9cb0f15c8f4f35c39b9f5.jpeg,142873184,Made in Germany. Precisely angled bristles are set at 16 degrees to reach deep between teeth and remove up to 100% more plaque vs a regular manual toothbrush. For cleaner teeth & Healthier Gums vs. A Regular Toothbrush. #1 DENTIST Recommended Brush Brand,,Oral B CrossAction 3er+1,USD,19.99,OnSitePickup,Personal Care,Oral Care,Electric Toothbrushes,https://i5.walmartimages.com/asr/4895d7bc-e764-48c2-9960-e9b7df3ad48f_1.fcada9dc25bb5c18a50be31a9b865e5d.jpeg ~ https://i5.walmartimages.com/asr/619a914b-ee3f-4f40-ac14-32db0fc5af5c_1.e22ab2700bc9cb0f15c8f4f35c39b9f5.jpeg ~ https://i5.walmartimages.com/asr/43e5139f-27ae-4b0a-902e-55523f2f80a2_1.6812d4c7497bcc0c4648159b3043348d.jpeg ~ https://i5.walmartimages.com/asr/af977328-f8dd-4e2a-927d-637cacc97694_1.2497a783b3a590a72128a5660556da85.jpeg ~ https://i5.walmartimages.com/asr/e5dfa251-2009-4fa4-91e0-c4328644b2d8_1.4885661d79e1d67b24beab90bd09fe1b.jpeg,"[{'name': 'Features', 'value': 'Plaque Removing'}, {'name': 'Brand', 'value': 'Oral-B'}, {'name': 'Assembled Product Weight', 'value': '0.06 oz'}]",,,4.9,44,648d62db-e46c-5360-8ec8-f7e421626b35,16/11/2022 23:36:03
"Country Brook Petz® Premium Orange Sunset Camo Dog Collar, Large",https://www.walmart.com/ip/Country-Brook-Petz-Premium-Orange-Sunset-Camo-Dog-Collar-Large/854987475,Country Brook Design,https://i5.walmartimages.com/asr/dc0161c0-f887-4e01-996f-1dc260cd5b92.211c498447dd6162bc750b7f01371848.jpeg,854987475,"<p>Great for hunters, fishermen, or bird watchers, Country Brook Petz' Orange Sunset Camo Premium Dog Collar has a realistic print in a vivid, neon orange. With a genuine oak design, your pup can enjoy the style of camouflage with the safety that hunter's orange provides. Enjoy your outdoor activities with the assurance your fellow outdoor enthusiasts will spot you from afar. Printed using our colorfast dye, our collars will not run or bleed. Created from superior hardware and webbing, Country Brook Petz’ Orange Sunset Camo Premium Dog Collars will not only provide your pup with a trendy collar, but will give you a sense of ease when using our products.</p>

<p>Country Brook Petz’ premium patterned collars are vibrant, comfortable collars made right here in the U.S.A. These collars are constructed using strong polyester webbing, dependable metal side release buckles that feature a brilliant mirror finish, heavy-duty wide-mouthed triglides, and heavy welded D-rings. Our polyester collars are ribbed, soft, and sleek to the touch with a little bit of a sheen. Country Brook makes all their collars after the order has been placed. However, rest assured as your collar will ship within two business days of receiving payment.</p>

<p>We want your furbaby to be able to show the world their new collar immediately, so be sure to measure for the right size. You can check this out by using a string, or tape measure, to see where the collar will fit snugly and comfortably on your dog’s neck. These stylish prints work well with both boy and girl puppers.</p>",029741423749,CPBA-OSC-L1,USD,17.97,OnSitePickup,Pets,Dogs,"Dog Collars, Leashes, and Harnesses",https://i5.walmartimages.com/asr/dc0161c0-f887-4e01-996f-1dc260cd5b92.211c498447dd6162bc750b7f01371848.jpeg ~ https://i5.walmartimages.com/asr/c9620e1e-073c-48c6-ab0e-1f0cb4eaab95_1.ec0ca872766555461a2a92e0a79b1cbb.png ~ https://i5.walmartimages.com/asr/89a63b56-0690-45d6-a7d1-086cd78eeeee.3bc65dfbe7376e65af86553c2dc829da.jpeg ~ https://i5.walmartimages.com/asr/47731b11-5088-4f8e-ba16-0263c4b200d7.bf25dfa914bf59d0549037f7ec57470f.jpeg ~ https://i5.walmartimages.com/asr/47367eb9-5e61-435a-8c0d-fa4ecc076563.5b0a00d9b44369e8452f982098408d95.jpeg,"[{'name': 'Material', 'value': 'Polyester'}, {'name': 'Pet Size', 'value': 'Large'}, {'name': 'Animal Type', 'value': 'Dog'}, {'name': 'Brand', 'value': 'Country Brook Design'}]",There are no standard sizes for dog collars. Please be sure to measure your dog's neck for correct size. Measure around your dog's neck (with string or tape measure) snugly where you want the collar to lay. If you have any questions or problems with sizes please give us a call before ordering.,,,,c3395d63-a31f-5ba4-b2fa-6b2ec12544a9,16/11/2022 23:36:03
Minecraft 9oz Paper Cups (8),https://www.walmart.com/ip/Minecraft-9oz-Paper-Cups-8/631694247,BE,https://i5.walmartimages.com/asr/10c68be9-16fd-482e-ae27-30422c609290.9521f25771b919687de85fb96873c7f7.jpeg,631694247,Includes:Minecraft 9oz Paper Cups (8),785846748742,,USD,7.99,OnSitePickup,Household Essentials,Paper & Plastic,Disposable Tabletop,https://i5.walmartimages.com/asr/10c68be9-16fd-482e-ae27-30422c609290.9521f25771b919687de85fb96873c7f7.jpeg,,,,,,3d195519-88b8-57e9-8828-ad0ac0d104f8,16/11/2022 23:36:07
YZdevelop 1Box Braces Wax Fruit Scent Sticky Enough Oral Care Braces Aligners Use Dental Wax for Home,https://www.walmart.com/ip/YZdevelop-1Box-Braces-Wax-Fruit-Scent-Sticky-Enough-Oral-Care-Braces-Aligners-Use-Dental-Wax-for-Home/1329085072,Yzdevelop,https://i5.walmartimages.com/asr/dc7a6f28-3561-4b1d-8799-1eebf0b06254.868a415e8b0640530c8fa06e7a17cef7.jpeg,1329085072,"Description:&lt;br /&gt;Undoubtedly, our product has good smell so that it can make you pleasure. It can prevent oral discomfort caused by wearing braces, and relieve the pain effectively.&lt;br /&gt;Adopting soft wax materials, which it is not irritate or scratch your gum. It can fits your braces firmly without falling easily.&lt;br /&gt;It is made of wax, is safe to use.&lt;br /&gt;The length of the product is 5.5 cm, the width is 3.8 cm and the thickness is 1 cm.&lt;br /&gt;Our product is suitable for teeth care.&lt;br /&gt;&lt;br /&gt;Item Name: Braces Wax&lt;br /&gt;Material: Wax&lt;br /&gt;Features: Smell-less, Fruit Scent, Painless&lt;br /&gt;
Color: Random&lt;br /&gt;
How to use:&lt;br /&gt;
The wax chip is five-piece conjoined. When using, separate the single piece and cut about 3mm. Press on the fingertips to soften it and pinch it into a round shape. Press gently on the tooth brackets to cover the brackets and reach the inner wall of the oral cavity. Discomfort caused by friction brackets.&lt;br /&gt;Size Details: &lt;br /&gt;5.5cm x 3.8cm x 1cm/2.17"" x 1.5"" x 0.39"" (Approx.)&lt;br /&gt;&lt;br /&gt;Notes:&lt;br /&gt;Due to the light and screen setting difference, the item's color may be slightly different from the pictures.&lt;br /&gt;Please allow slight dimension difference due to different manual measurement.&lt;br /&gt;&lt;br /&gt;Precautions:&lt;br /&gt;Remove the protective wax before meals to prevent accidental ingestion&lt;br /&gt;&lt;br /&gt;Package Includes:&lt;br /&gt;1 Box of Braces Wax(5Pcs)&lt;br /&gt;",,YZdevelop,USD,6.39,OnSitePickup,Personal Care,Oral Care,Oral Pain Relief,https://i5.walmartimages.com/asr/b258066d-e09a-4838-9a1e-0a1a9dcfed24.423860f880174c4cfc785f49e744d287.jpeg ~ https://i5.walmartimages.com/asr/897922f6-b2ae-43cf-bca6-d62b727517a4.481b10200319c4275d5897da940a2161.jpeg ~ https://i5.walmartimages.com/asr/9b475741-2fb6-45ed-bfce-912febb55cab.09b6521b884ef6310a171164247a565c.jpeg ~ https://i5.walmartimages.com/asr/dc7a6f28-3561-4b1d-8799-1eebf0b06254.868a415e8b0640530c8fa06e7a17cef7.jpeg ~ https://i5.walmartimages.com/asr/f5b5ab2c-e9d7-4709-adce-cfbc03a6df7d.e4339905bc56f399b212aa4c8493675d.jpeg ~ https://i5.walmartimages.com/asr/ba6666f3-950e-494d-9fef-8332b8ba2d06.2ccf451e2c120f127ec259f2694c0c75.jpeg ~ https://i5.walmartimages.com/asr/57c808b7-527e-4739-8482-1d67e77c3392.5dcbd11b70f87caed935c1c601d84b08.jpeg ~ https://i5.walmartimages.com/asr/e81f6e0f-986d-403c-a95a-70da485c9631.a7da8ba27b15b8254b82db4c64e93443.jpeg ~ https://i5.walmartimages.com/asr/ff4b56f7-ea55-4338-ac8d-dc950ef1d1dd.bce8c11678fac0ba733d9a1c0d3c5f6e.jpeg ~ https://i5.walmartimages.com/asr/23d24be3-e4c2-409f-8eac-394b5ac4175b.70f7fe57dd8f9225deb8f7439c55134d.jpeg ~ https://i5.walmartimages.com/asr/22872dd5-ac04-4206-a9de-89411470aebc.c65e99da1ce2c992655863d083b6a46b.jpeg ~ https://i5.walmartimages.com/asr/9071367a-2930-429a-98e9-4a80cafb2e56.a7bf357c98c987ffd0598781c64eed55.jpeg ~ https://i5.walmartimages.com/asr/d1192408-28f6-44dc-b900-9cb3916ef928.11d7552881213bea240981d2cf89394e.jpeg,"[{'name': 'Features', 'value': 'Smell-less, Fruit Scent, Painless'}, {'name': 'Brand', 'value': 'Yzdevelop'}, {'name': 'Model', 'value': 'YZdevelop'}, {'name': 'Assembled Product Weight', 'value': '0.02 lb'}, {'name': 'Manufacturer Part Number', 'value': 'YZdevelop'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '3.15 x 2.17 x 0.39 Inches'}]",Wet skin with lukewarm water. Massage cleanser into skin in a gentle circular motion. Rinse.,,,,8a97e01e-1a42-5ea2-a77a-ca797be4a4f0,16/11/2022 23:36:13
